2024-08-31 00:27:34,793 INFO    StreamThr :16080 [internal.py:wandb_internal():85] W&B internal server running at pid: 16080, started at: 2024-08-31 00:27:34.792458
2024-08-31 00:27:54,033 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 1
2024-08-31 00:27:54,033 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 2
2024-08-31 00:27:54,033 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,033 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-31 00:27:54,033 INFO    HandlerThread:16080 [system_monitor.py:finish():203] Stopping system monitor
2024-08-31 00:27:54,033 DEBUG   SystemMonitor:16080 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-31 00:27:54,034 INFO    HandlerThread:16080 [interfaces.py:finish():200] Joined cpu monitor
2024-08-31 00:27:54,034 DEBUG   SystemMonitor:16080 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-31 00:27:54,034 INFO    HandlerThread:16080 [interfaces.py:finish():200] Joined disk monitor
2024-08-31 00:27:54,034 DEBUG   SystemMonitor:16080 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-31 00:27:54,034 INFO    HandlerThread:16080 [interfaces.py:finish():200] Joined memory monitor
2024-08-31 00:27:54,036 INFO    HandlerThread:16080 [interfaces.py:finish():200] Joined network monitor
2024-08-31 00:27:54,036 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,036 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 2
2024-08-31 00:27:54,036 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 3
2024-08-31 00:27:54,036 DEBUG   SenderThread:16080 [sender.py:send():391] send: stats
2024-08-31 00:27:54,036 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,036 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-31 00:27:54,036 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,036 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 3
2024-08-31 00:27:54,036 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 4
2024-08-31 00:27:54,036 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,036 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-31 00:27:54,036 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,038 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 4
2024-08-31 00:27:54,038 INFO    wandb-upload_4:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\cn7n6oy8-media/images/sepal_width_distribution_9_dcad09b84aa6f1904951.png
2024-08-31 00:27:54,038 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 5
2024-08-31 00:27:54,038 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,038 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-31 00:27:54,039 INFO    wandb-upload_9:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\k50wopvg-media/images/petal_length_distribution_10_08099133ea56d7ac45a7.png
2024-08-31 00:27:54,040 DEBUG   SenderThread:16080 [sender.py:send():391] send: summary
2024-08-31 00:27:54,041 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:54,041 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,041 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 5
2024-08-31 00:27:54,041 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 6
2024-08-31 00:27:54,041 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,041 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-31 00:27:54,041 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,041 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 6
2024-08-31 00:27:54,043 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: status_report
2024-08-31 00:27:54,046 INFO    wandb-upload_1:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\crzj5h48-media/images/petal_width_distribution_11_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:54,066 INFO    wandb-upload_6:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\loneld75-media/images/sepal_length_distribution_8_fb8ea06395cc74a31c72.png
2024-08-31 00:27:54,235 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 7
2024-08-31 00:27:54,235 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,235 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-31 00:27:54,235 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,235 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 7
2024-08-31 00:27:54,338 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 8
2024-08-31 00:27:54,346 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,346 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-31 00:27:54,346 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 8
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [job_builder.py:build():443] Attempting to build job artifact
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [job_builder.py:_get_source_type():583] no source found
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 9
2024-08-31 00:27:54,346 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,346 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 9
2024-08-31 00:27:54,346 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 9
2024-08-31 00:27:54,346 INFO    SenderThread:16080 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-31 00:27:54,652 INFO    SenderThread:16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\config.yaml
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-summary.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\output.log
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():388] scan: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\conda-environment.yaml conda-environment.yaml
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\config.yaml config.yaml
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\output.log output.log
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\requirements.txt requirements.txt
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-metadata.json wandb-metadata.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-summary.json wandb-summary.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_length_distribution_10_08099133ea56d7ac45a7.png media/images/petal_length_distribution_10_08099133ea56d7ac45a7.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_length_distribution_5_08099133ea56d7ac45a7.png media/images/petal_length_distribution_5_08099133ea56d7ac45a7.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_width_distribution_11_f7c22b7a8cb4216bb44f.png media/images/petal_width_distribution_11_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_width_distribution_6_f7c22b7a8cb4216bb44f.png media/images/petal_width_distribution_6_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_length_distribution_3_fb8ea06395cc74a31c72.png media/images/sepal_length_distribution_3_fb8ea06395cc74a31c72.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_length_distribution_8_fb8ea06395cc74a31c72.png media/images/sepal_length_distribution_8_fb8ea06395cc74a31c72.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_width_distribution_4_dcad09b84aa6f1904951.png media/images/sepal_width_distribution_4_dcad09b84aa6f1904951.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_width_distribution_9_dcad09b84aa6f1904951.png media/images/sepal_width_distribution_9_dcad09b84aa6f1904951.png
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\table\missing_values_2_43710d5db8b97d62fa32.table.json media/table/missing_values_2_43710d5db8b97d62fa32.table.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\table\numeric_data_description_1_7554a90329b72d183e22.table.json media/table/numeric_data_description_1_7554a90329b72d183e22.table.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [dir_watcher.py:finish():402] scan save: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\table\scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json media/table/scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 10
2024-08-31 00:27:54,654 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,654 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 10
2024-08-31 00:27:54,654 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 10
2024-08-31 00:27:54,654 INFO    SenderThread:16080 [file_pusher.py:finish():169] shutting down file pusher
2024-08-31 00:27:55,033 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-31 00:27:55,033 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: poll_exit
2024-08-31 00:27:55,112 INFO    wandb-upload_0:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\requirements.txt
2024-08-31 00:27:55,130 INFO    wandb-upload_3:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\conda-environment.yaml
2024-08-31 00:27:55,130 INFO    wandb-upload_7:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\config.yaml
2024-08-31 00:27:55,130 INFO    wandb-upload_2:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\output.log
2024-08-31 00:27:55,130 INFO    wandb-upload_9:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-summary.json
2024-08-31 00:27:55,348 INFO    Thread-15 (_thread_body):16080 [sender.py:transition_state():626] send defer: 11
2024-08-31 00:27:55,348 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:55,348 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 11
2024-08-31 00:27:55,351 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:55,352 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 11
2024-08-31 00:27:55,352 INFO    SenderThread:16080 [file_pusher.py:join():175] waiting for file pusher
2024-08-31 00:27:55,357 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 12
2024-08-31 00:27:55,357 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:55,357 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 12
2024-08-31 00:27:55,357 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:55,357 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 12
2024-08-31 00:27:55,357 INFO    SenderThread:16080 [file_stream.py:finish():601] file stream finish called
2024-08-31 00:27:56,011 INFO    SenderThread:16080 [file_stream.py:finish():605] file stream finish is done
2024-08-31 00:27:56,011 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 13
2024-08-31 00:27:56,011 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:56,011 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 13
2024-08-31 00:27:56,014 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:56,014 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 13
2024-08-31 00:27:56,015 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 14
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:56,015 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 14
2024-08-31 00:27:56,015 DEBUG   SenderThread:16080 [sender.py:send():391] send: final
2024-08-31 00:27:56,015 DEBUG   SenderThread:16080 [sender.py:send():391] send: footer
2024-08-31 00:27:56,015 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:56,015 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 14
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-31 00:27:56,015 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: poll_exit
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: get_summary
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: sampled_history
2024-08-31 00:27:56,015 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: shutdown
2024-08-31 00:27:56,015 INFO    HandlerThread:16080 [handler.py:finish():884] shutting down handler
2024-08-31 00:27:57,021 INFO    WriterThread:16080 [datastore.py:close():296] close: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\run-ja3a4kwk.wandb
2024-08-31 00:27:57,021 INFO    SenderThread:16080 [sender.py:finish():1631] shutting down sender
2024-08-31 00:27:57,021 INFO    SenderThread:16080 [file_pusher.py:finish():169] shutting down file pusher
2024-08-31 00:27:57,021 INFO    SenderThread:16080 [file_pusher.py:join():175] waiting for file pusher
